county,ward_names,ballots_cast,brian_hagedorn,lisa_neubauer,scatter
PORTAGE,"City of STEVENS POINT Wards 22-24,35,40,43,46-47",613,199,414,0
PORTAGE,City of STEVENS POINT Wards 25-27,518,173,343,2
PORTAGE,City of STEVENS POINT Wards 28-30,468,179,287,2
PORTAGE,"City of STEVENS POINT Wards 31-34,42",210,62,148,0
PRICE,Town of CATAWBA Ward 1,53,33,20,0
PRICE,Town of EISENSTEIN Wards 1-2,185,94,91,0
PRICE,Town of ELK Wards 1-2,419,258,161,0
PRICE,Town of EMERY Ward 1,94,54,40,0
PRICE,Town of FIFIELD Ward 1,198,112,86,0
PRICE,Town of FIFIELD Ward 2,112,74,38,0
PRICE,Town of FLAMBEAU Ward 1,197,117,80,0
PRICE,Town of GEORGETOWN Ward 1,32,23,9,0
PRICE,Town of HACKETT Ward 1,54,38,16,0
PRICE,Town of HARMONY Ward 1,50,29,21,0
PRICE,Town of HILL Ward 1,99,73,26,0
PRICE,Town of KENNAN Ward 1,56,38,18,0
PRICE,Town of KNOX Ward 1,110,63,47,0
PRICE,Town of LAKE Wards 1-2,302,145,157,0
PRICE,Town of OGEMA Ward 1,210,135,75,0
PRICE,Town of PRENTICE Ward 1,96,61,35,0
PRICE,Town of SPIRIT Ward 1,107,69,38,0
PRICE,Town of WORCESTER Wards 1-3,496,296,200,0
PRICE,Village of CATAWBA Ward 1,28,13,15,0
PRICE,Village of KENNAN Ward 1,27,10,17,0
PRICE,Village of PRENTICE Ward 1,140,102,38,0
PRICE,City of PARK FALLS Wards 1-7,563,268,295,0
PRICE,City of PHILLIPS Wards 1-4,242,109,133,0
RACINE,Town of BURLINGTON Wards 1-7,857,612,244,1
RACINE,Town of BURLINGTON Wards 8-11,502,323,178,1
RACINE,Town of DOVER Wards 1-8,737,540,196,1
RACINE,Town of NORWAY Wards 1-11,2081,1641,440,0
RACINE,Town of RAYMOND Wards 1-6,1308,943,364,1
RACINE,Town of WATERFORD Wards 1-10,1786,1319,467,0
RACINE,Village of CALEDONIA Wards 1-2,725,500,223,2
RACINE,Village of CALEDONIA Wards 3-5,1083,677,406,0
RACINE,"Village of CALEDONIA Wards 6-8,20",1021,604,417,0
RACINE,"Village of CALEDONIA Wards 9-10,12-13",1213,668,544,1
RACINE,"Village of CALEDONIA Wards 11,14-15,17",1200,745,454,1
RACINE,"Village of CALEDONIA Wards 16,18-19",755,496,258,1
RACINE,Village of ELMWOOD PARK Ward 1,188,97,91,0
RACINE,"Village of MOUNT PLEASANT Wards 1,17-18,20,23",806,408,397,1
RACINE,"Village of MOUNT PLEASANT Wards 2-4,11",703,334,367,2
RACINE,Village of MOUNT PLEASANT Wards 5-8,1180,566,614,0
RACINE,"Village of MOUNT PLEASANT Wards 9,13-14",939,571,367,1
RACINE,"Village of MOUNT PLEASANT Wards 10,12,15-16",1288,728,560,0
RACINE,"Village of MOUNT PLEASANT Wards 19,21-22",975,529,446,0
RACINE,Village of NORTH BAY Ward 1,117,53,64,0
RACINE,Village of ROCHESTER Wards 1-6,1034,760,274,0
RACINE,Village of STURTEVANT Wards 1-8,930,540,390,0
RACINE,Village of UNION GROVE Wards 1-7,1040,682,358,0
RACINE,Village of WATERFORD Wards 1-7,1322,916,403,3
RACINE,Village of WIND POINT Wards 1-3,620,306,314,0
RACINE,Village of Yorkville Wards 1-5,824,577,247,0
RACINE,City of BURLINGTON Wards 1-4,904,533,371,0
RACINE,City of BURLINGTON Wards 5-8,1111,674,437,0
RACINE,City of RACINE Ward 1,271,78,193,0
RACINE,City of RACINE Ward 2,135,29,106,0
RACINE,City of RACINE Ward 3,506,139,367,0
RACINE,City of RACINE Ward 4,98,9,89,0
RACINE,City of RACINE Ward 5,154,16,138,0
RACINE,City of RACINE Ward 6,175,63,112,0
RACINE,City of RACINE Ward 7,128,26,101,1
RACINE,City of RACINE Ward 8,91,29,61,1
RACINE,City of RACINE Ward 9,237,84,151,2
RACINE,City of RACINE Ward 10,466,174,292,0
RACINE,City of RACINE Ward 11,241,106,134,1
RACINE,City of RACINE Ward 12,297,125,172,0
RACINE,City of RACINE Ward 13,320,138,181,1
RACINE,City of RACINE Ward 14,312,149,163,0
RACINE,City of RACINE Ward 15,240,68,170,2
RACINE,City of RACINE Ward 16,439,208,230,1
RACINE,City of RACINE Ward 17,69,26,43,0
RACINE,City of RACINE Ward 18,46,7,39,0
RACINE,City of RACINE Ward 19,52,11,41,0
RACINE,City of RACINE Ward 20,574,241,333,0
RACINE,City of RACINE Ward 21,256,78,175,3
RACINE,City of RACINE Ward 22,407,127,279,1
RACINE,City of RACINE Ward 23,338,132,206,0
RACINE,City of RACINE Ward 24,307,118,188,1
RACINE,City of RACINE Ward 25,222,92,130,0
RACINE,City of RACINE Ward 26,69,34,35,0
RACINE,City of RACINE Ward 27,625,253,372,0
RACINE,City of RACINE Ward 28,477,217,260,0
RACINE,City of RACINE Ward 29,366,160,206,0
RACINE,City of RACINE Ward 30,267,93,173,1
RACINE,City of RACINE Ward 31,192,81,111,0
RACINE,City of RACINE Ward 32,155,55,99,1
RACINE,City of RACINE Ward 33,206,91,114,1
RACINE,City of RACINE Ward 34,465,194,271,0
RACINE,City of RACINE Ward 35,323,148,175,0
RACINE,City of RACINE Ward 36,210,84,126,0
RICHLAND,Town of AKAN Ward 1,78,38,40,0
RICHLAND,Town of BLOOM Ward 1,124,66,58,0
RICHLAND,Town of BUENA VISTA Wards 1-4,377,177,200,0
RICHLAND,Town of DAYTON Ward 1,124,62,62,0
RICHLAND,Town of EAGLE Ward 1,70,45,25,0
RICHLAND,Town of FOREST Ward 1,110,49,61,0
RICHLAND,Town of HENRIETTA Ward 1,187,72,115,0
RICHLAND,Town of ITHACA Ward 1,104,56,48,0
RICHLAND,Town of MARSHALL Wards 1-2,160,90,70,0
RICHLAND,Town of ORION Ward 1,102,42,60,0
RICHLAND,Town of RICHLAND Wards 1-4,242,143,99,0
RICHLAND,Town of RICHWOOD Wards 1-2,109,51,58,0
RICHLAND,Town of ROCKBRIDGE Wards 1-3,221,96,125,0
RICHLAND,Town of SYLVAN Wards 1-2,80,44,36,0
RICHLAND,Town of WESTFORD Ward 1,194,97,97,0
RICHLAND,Town of WILLOW Ward 1,101,52,49,0
RICHLAND,Village of BOAZ Ward 1,23,9,14,0
RICHLAND,Village of CAZENOVIA Ward 1,42,10,32,0
RICHLAND,Village of LONE ROCK Ward 1,269,102,167,0
RICHLAND,Village of VIOLA Ward 2,140,60,80,0
RICHLAND,Village of YUBA Ward 1,23,8,15,0
RICHLAND,City of RICHLAND CENTER Ward 1,63,37,26,0
RICHLAND,City of RICHLAND CENTER Ward 2,41,18,23,0
RICHLAND,City of RICHLAND CENTER Ward 3,63,26,37,0
RICHLAND,City of RICHLAND CENTER Ward 4,78,29,49,0
RICHLAND,City of RICHLAND CENTER Ward 5,77,28,49,0
RICHLAND,City of RICHLAND CENTER Ward 6,60,24,36,0
RICHLAND,City of RICHLAND CENTER Ward 7,54,24,30,0
RICHLAND,City of RICHLAND CENTER Ward 8,62,23,39,0
RICHLAND,City of RICHLAND CENTER Ward 9,88,51,37,0
RICHLAND,City of RICHLAND CENTER Ward 10,62,25,37,0
RICHLAND,City of RICHLAND CENTER Ward 11,80,40,40,0
RICHLAND,City of RICHLAND CENTER Ward 12,62,27,35,0
ROCK,Town of AVON Ward 1,125,70,55,0
ROCK,Town of BELOIT Wards 1-3,447,223,224,0
ROCK,Town of BELOIT Wards 4-6,277,123,154,0
ROCK,Town of BELOIT Wards 7-11,715,363,351,1
ROCK,Town of BRADFORD Wards 1-2,344,199,145,0
ROCK,Town of CENTER Wards 1-2,282,135,147,0
ROCK,Town of CLINTON Ward 1,318,207,110,1
ROCK,Town of FULTON Wards 1-6,794,340,454,0
ROCK,Town of HARMONY Wards 1-6,934,389,544,1
ROCK,Town of JANESVILLE Wards 1-9,989,459,530,0
ROCK,Town of JOHNSTOWN Ward 1,278,137,141,0
ROCK,Town of LA PRAIRIE Wards 1-2,216,111,105,0
ROCK,Town of LIMA Wards 1-2,325,156,169,0
ROCK,Town of MAGNOLIA Ward 1,171,78,93,0
ROCK,Town of MILTON Wards 1-4,964,440,524,0
ROCK,Town of NEWARK Wards 1-3,338,189,148,1
ROCK,Town of PLYMOUTH Wards 1-2,257,133,124,0
ROCK,Town of PORTER Ward 1,279,108,171,0
ROCK,Town of ROCK Wards 1-8,402,165,237,0
ROCK,Town of SPRING VALLEY Ward 1,165,81,84,0
ROCK,Town of TURTLE Wards 1-4,681,350,330,1
ROCK,Town of UNION Wards 1-4,455,165,290,0
ROCK,Village of CLINTON Wards 1-3,592,305,286,1
ROCK,Village of FOOTVILLE Ward 1,188,87,101,0
ROCK,Village of ORFORDVILLE Wards 1-2,283,110,173,0
ROCK,City of BELOIT Ward 1,89,29,60,0
ROCK,City of BELOIT Ward 2,175,64,111,0
ROCK,City of BELOIT Ward 3,175,89,85,1
ROCK,City of BELOIT Ward 4,132,49,82,1
ROCK,City of BELOIT Ward 5,147,73,74,0
ROCK,City of BELOIT Ward 6,78,28,50,0
ROCK,City of BELOIT Ward 7,64,25,37,2
ROCK,City of BELOIT Ward 8,7,3,4,0
ROCK,City of BELOIT Ward 9,92,36,55,1
ROCK,City of BELOIT Ward 10,125,42,83,0
ROCK,City of BELOIT Ward 11,179,70,108,1
ROCK,City of BELOIT Ward 12,45,10,35,0
ROCK,City of BELOIT Ward 13,64,17,47,0
ROCK,City of BELOIT Ward 14,72,17,55,0
ROCK,City of BELOIT Ward 15,113,34,79,0
ROCK,City of BELOIT Ward 16,175,22,153,0
ROCK,City of BELOIT Ward 17,275,64,211,0
ROCK,City of BELOIT Ward 18,151,41,110,0
ROCK,City of BELOIT Ward 19,102,33,69,0
ROCK,City of BELOIT Ward 20,140,56,84,0
ROCK,City of BELOIT Ward 21,170,53,117,0
ROCK,City of BELOIT Ward 22,262,100,162,0
ROCK,City of BELOIT Ward 23,468,226,241,1
ROCK,City of BELOIT Ward 24,191,85,106,0
ROCK,City of BELOIT Ward 25,0,0,0,0
ROCK,CITY OF BRODHEAD Wards 7-8,26,8,18,0
ROCK,City of EDGERTON Wards 1-6,1016,275,739,2
ROCK,City of EVANSVILLE Wards 1-11,1109,290,818,1
ROCK,City of JANESVILLE Ward 1,439,153,286,0
ROCK,City of JANESVILLE Ward 2,398,144,254,0
ROCK,City of JANESVILLE Ward 3,187,46,140,1
ROCK,City of JANESVILLE Ward 4,147,48,99,0
ROCK,City of JANESVILLE Ward 5,384,148,236,0
ROCK,City of JANESVILLE Ward 6,202,85,116,1
ROCK,City of JANESVILLE Ward 7,437,156,281,0
ROCK,City of JANESVILLE Ward 8,275,111,164,0
ROCK,City of JANESVILLE Ward 9,224,85,139,0
ROCK,City of JANESVILLE Ward 10,207,78,129,0
ROCK,City of JANESVILLE Ward 11,270,75,195,0
ROCK,City of JANESVILLE Ward 12,540,208,332,0
ROCK,City of JANESVILLE Ward 13,462,137,325,0
ROCK,City of JANESVILLE Ward 14,481,163,318,0
ROCK,City of JANESVILLE Ward 15,268,89,179,0
ROCK,City of JANESVILLE Ward 16,239,100,139,0
ROCK,City of JANESVILLE Ward 17,523,197,326,0
ROCK,City of JANESVILLE Ward 18,431,158,273,0
ROCK,City of JANESVILLE Ward 19,194,77,117,0
ROCK,City of JANESVILLE Ward 20,306,128,178,0
ROCK,City of JANESVILLE Ward 21,645,261,384,0
ROCK,City of JANESVILLE Ward 22,733,301,432,0
ROCK,City of JANESVILLE Ward 23,242,96,145,1
ROCK,City of JANESVILLE Ward 24,200,80,120,0
ROCK,City of JANESVILLE Ward 25,445,165,280,0
ROCK,City of JANESVILLE Ward 26,0,0,0,0
ROCK,City of JANESVILLE Ward 27,669,280,389,0
ROCK,City of JANESVILLE Ward 28,494,190,304,0
ROCK,City of JANESVILLE Ward 29,8,1,7,0
ROCK,City of JANESVILLE Ward 30,0,0,0,0
ROCK,City of JANESVILLE Ward 31,0,0,0,0
ROCK,City of JANESVILLE Ward 32,0,0,0,0
ROCK,City of JANESVILLE Ward 33,0,0,0,0
ROCK,City of JANESVILLE Ward 34,0,0,0,0
ROCK,City of MILTON Wards 1-13,1750,654,1094,2
RUSK,Town of ATLANTA Wards 1-2,136,92,44,0
RUSK,Town of BIG BEND Wards 1-2,114,68,46,0
RUSK,Town of BIG FALLS Ward 1,60,38,21,1
RUSK,Town of CEDAR RAPIDS Ward 1,21,13,8,0
RUSK,Town of DEWEY Ward 1,172,113,59,0
RUSK,Town of FLAMBEAU Wards 1-3,176,120,56,0
RUSK,Town of GRANT Wards 1-5,192,103,89,0
RUSK,Town of GROW Ward 1,109,88,21,0
RUSK,Town of HAWKINS Ward 1,35,19,16,0
RUSK,Town of HUBBARD Ward 1,38,22,16,0
RUSK,Town of LAWRENCE Wards 1-2,73,62,11,0
RUSK,Town of MARSHALL Wards 1-2,87,62,25,0
RUSK,Town of MURRY Ward 1,59,36,23,0
RUSK,Town of RICHLAND Wards 1-2,62,33,29,0
RUSK,Town of RUSK Ward 1,131,88,43,0
RUSK,Town of SOUTH FORK Ward 1,32,19,11,2
RUSK,Town of STRICKLAND Wards 1-2,99,55,44,0
RUSK,Town of STUBBS Wards 1-2,119,75,44,0
RUSK,Town of THORNAPPLE Wards 1-5,208,156,52,0
RUSK,Town of TRUE Ward 1,89,47,42,0
RUSK,Town of WASHINGTON Ward 1,138,86,52,0
RUSK,Town of WILKINSON Ward 1,12,6,6,0
RUSK,Town of WILLARD Ward 1,127,78,47,2
RUSK,Town of WILSON Ward 1,30,25,5,0
RUSK,Village of BRUCE Ward 1,172,99,73,0
RUSK,Village of CONRATH Ward 1,16,4,12,0
RUSK,Village of GLEN FLORA Ward 1,18,11,7,0
RUSK,Village of HAWKINS Ward 1,67,37,30,0
RUSK,Village of INGRAM Ward 1,28,16,12,0
RUSK,Village of SHELDON Ward 1,53,34,19,0
RUSK,Village of TONY Ward 1,31,21,10,0
RUSK,Village of WEYERHAEUSER Wards 1-2,41,23,18,0
RUSK,City of LADYSMITH Wards 1-15,525,269,255,1
ST. CROIX,Town of BALDWIN Wards 1-2,176,128,48,0
ST. CROIX,Town of CADY Ward 1,304,204,100,0
ST. CROIX,Town of CYLON Ward 1,151,107,44,0
ST. CROIX,Town of EAU GALLE Wards 1-2,221,134,87,0
ST. CROIX,Town of EMERALD Ward 1,124,84,40,0
ST. CROIX,Town of ERIN PRAIRIE Ward 1,108,61,47,0
ST. CROIX,Town of FOREST Ward 1,119,82,37,0
ST. CROIX,Town of GLENWOOD Ward 1,122,83,39,0
ST. CROIX,Town of HAMMOND Wards 1-3,252,169,83,0
ST. CROIX,Town of HUDSON Wards 1-14,1361,816,543,2
ST. CROIX,Town of KINNICKINNIC Wards 1-3,340,171,169,0
ST. CROIX,Town of PLEASANT VALLEY Ward 1,159,95,64,0
ST. CROIX,Town of RICHMOND Wards 1-5,332,200,132,0
ST. CROIX,Town of RUSH RIVER Ward 1,98,67,31,0
ST. CROIX,Town of ST. JOSEPH Wards 1-6,690,383,307,0
ST. CROIX,Town of SOMERSET Wards 1-6,958,552,405,1
ST. CROIX,Town of SPRINGFIELD Ward 1,155,97,58,0
ST. CROIX,Town of STANTON Ward 1,123,79,44,0
ST. CROIX,Town of STAR PRAIRIE Wards 1-6,479,300,178,1
ST. CROIX,Town of TROY Wards 1-7,902,511,391,0
ST. CROIX,Town of WARREN Wards 1-3,243,149,94,0
ST. CROIX,Village of BALDWIN Wards 1-6,345,210,135,0
ST. CROIX,Village of DEER PARK Ward 1,55,38,17,0
ST. CROIX,Village of HAMMOND Wards 1-4,291,142,148,1
ST. CROIX,Village of NORTH HUDSON Wards 1-6,779,394,383,2
ST. CROIX,Village of ROBERTS Wards 1-4,153,78,74,1
ST. CROIX,Village of SOMERSET Wards 1-4,353,179,173,1
ST. CROIX,Village of STAR PRAIRIE Ward 1,157,69,88,0
ST. CROIX,VILLAGE OF SPRING VALLEY Ward 3,0,0,0,0
ST. CROIX,Village of WILSON Ward 1,46,24,22,0
ST. CROIX,Village of WOODVILLE Wards 1-2,145,91,54,0
ST. CROIX,City of GLENWOOD CITY Wards 1-2,168,105,63,0
ST. CROIX,City of HUDSON Wards 1-2,182,103,78,1
ST. CROIX,City of HUDSON Wards 3-4,394,178,216,0
ST. CROIX,City of HUDSON Wards 5-6,386,177,209,0
ST. CROIX,City of HUDSON Wards 7-8,283,133,149,1
ST. CROIX,City of HUDSON Wards 9-10,409,147,262,0
ST. CROIX,City of HUDSON Wards 11-12,325,148,177,0
ST. CROIX,City of NEW RICHMOND Wards 1-2,138,78,60,0
ST. CROIX,City of NEW RICHMOND Wards 3-4,170,79,91,0
ST. CROIX,City of NEW RICHMOND Wards 5-6,117,59,58,0
ST. CROIX,City of NEW RICHMOND Wards 7-12,452,210,242,0
ST. CROIX,"CITY OF RIVER FALLS Wards 1-4,15",514,215,298,1
SAUK,Town of BARABOO Wards 1-4,490,232,258,0
SAUK,Town of BEAR CREEK Ward 1,237,104,133,0
SAUK,Town of DELLONA Wards 1-2,288,140,148,0
SAUK,Town of DELTON Ward 1,59,31,28,0
SAUK,Town of DELTON Ward 2,88,41,47,0
SAUK,Town of DELTON Ward 3,97,48,49,0
SAUK,Town of DELTON Ward 4,211,92,119,0
SAUK,Town of EXCELSIOR Wards 1-3,434,223,211,0
SAUK,Town of FAIRFIELD Wards 1-2,346,151,195,0
SAUK,Town of FRANKLIN Ward 1,57,25,32,0
SAUK,Town of FRANKLIN Ward 2,162,65,97,0
SAUK,Town of FRANKLIN Ward 3,18,7,11,0
SAUK,Town of FREEDOM Wards 1-2,115,60,55,0
SAUK,Town of GREENFIELD Ward 1,334,152,182,0
SAUK,Town of HONEY CREEK Ward 1,223,96,127,0
SAUK,Town of IRONTON Ward 1,118,74,44,0
SAUK,Town of LA VALLE Wards 1-3,322,174,148,0
SAUK,Town of MERRIMAC Ward 1,262,127,135,0
SAUK,Town of PRAIRIE DU SAC Wards 1-2,247,118,129,0
SAUK,Town of REEDSBURG Wards 1-3,340,188,152,0
SAUK,Town of SPRING GREEN Wards 1-4,730,305,425,0
SAUK,Town of SUMPTER Ward 1,29,11,18,0
SAUK,Town of SUMPTER Ward 2,61,43,18,0
SAUK,Town of SUMPTER Ward 3,36,16,20,0
SAUK,Town of TROY Ward 1,253,120,133,0
SAUK,Town of WASHINGTON Ward 1,83,44,39,0
SAUK,Town of WASHINGTON Ward 2,117,68,49,0
SAUK,Town of WESTFIELD Ward 1,125,80,45,0
SAUK,Town of WINFIELD Wards 1-2,182,86,96,0
SAUK,Town of WOODLAND Ward 1,185,96,89,0
SAUK,VILLAGE OF CAZENOVIA Ward 2,2,0,2,0
SAUK,Village of IRONTON Ward 1,17,10,7,0
SAUK,Village of LAKE DELTON Wards 1-2,196,90,106,0
SAUK,Village of LAKE DELTON Wards 3-10,91,36,55,0
SAUK,Village of LAVALLE Ward 1,62,33,29,0
SAUK,Village of LIME RIDGE Ward 1,43,20,23,0
SAUK,Village of LOGANVILLE Ward 1,53,26,27,0
SAUK,Village of MERRIMAC Ward 1,100,43,57,0
SAUK,Village of NORTH FREEDOM Ward 1,115,51,64,0
SAUK,Village of PLAIN Ward 1,272,123,149,0
SAUK,Village of PRAIRIE DU SAC Wards 1-4,985,334,651,0
SAUK,Village of ROCK SPRINGS Ward 1,62,34,28,0
SAUK,Village of SAUK CITY Wards 1-5,684,214,470,0
SAUK,Village of SPRING GREEN Wards 1-2,718,213,505,0
SAUK,Village of WEST BARABOO Wards 1-2,285,114,171,0
SAUK,"City of BARABOO Wards 1,13",272,108,164,0
SAUK,"City of BARABOO Wards 2-3,6-7,10-12,14",1695,667,1028,0
SAUK,City of BARABOO Wards 4-5,226,97,129,0
SAUK,City of BARABOO Wards 8-9,220,89,131,0
SAUK,"City of REEDSBURG Wards 1-3,13",234,105,129,0
SAUK,"City of REEDSBURG Wards 4,6,14",331,156,175,0
SAUK,"City of REEDSBURG Wards 5,7-9",467,221,246,0
SAUK,City of REEDSBURG Wards 10-12,240,111,129,0
SAUK,"CITY OF WISCONSIN DELLS Wards 4,8,10",26,10,16,0
SAWYER,Town of BASS LAKE Wards 1-5,406,200,206,0
SAWYER,Town of COUDERAY Ward 1,44,31,13,0
SAWYER,Town of DRAPER Ward 1,111,59,52,0
SAWYER,Town of EDGEWATER Wards 1-2,159,99,60,0
SAWYER,Town of HAYWARD Wards 1-8,602,364,238,0
SAWYER,Town of HUNTER Ward 1,123,63,60,0
SAWYER,Town of LENROOT Wards 1-2,297,152,145,0
SAWYER,Town of MEADOWBROOK Ward 1,34,31,3,0
SAWYER,Town of METEOR Ward 1,49,38,11,0
SAWYER,Town of OJIBWA Wards 1-2,92,67,25,0
SAWYER,Town of RADISSON Wards 1-2,72,37,35,0
SAWYER,Town of ROUND LAKE Wards 1-2,319,180,139,0
SAWYER,Town of SAND LAKE Ward 1,175,94,81,0
SAWYER,Town of SPIDER LAKE Ward 1,207,119,88,0
SAWYER,Town of WEIRGOR Ward 1,73,58,15,0
SAWYER,Town of WINTER Wards 1-2,212,125,87,0
SAWYER,Village of COUDERAY Ward 1,47,23,24,0
SAWYER,Village of EXELAND Ward 1,33,22,11,0
SAWYER,Village of RADISSON Ward 1,39,25,14,0
SAWYER,Village of WINTER Ward 1,43,23,20,0
SAWYER,City of HAYWARD Wards 1-6,291,173,117,1
SHAWANO,Town of ALMON Ward 1,127,91,36,0
SHAWANO,Town of ANGELICA Wards 1-3,455,335,120,0
SHAWANO,Town of ANIWA Ward 1,95,68,27,0
SHAWANO,Town of BARTELME Ward 1,109,26,83,0
SHAWANO,Town of BELLE PLAINE Wards 1-3,499,342,157,0
SHAWANO,Town of BIRNAMWOOD Ward 1,148,96,52,0
SHAWANO,Town of FAIRBANKS Ward 1,160,134,26,0
SHAWANO,Town of GERMANIA Wards 1-2,51,32,19,0
SHAWANO,Town of GRANT Wards 1-2,179,146,33,0
SHAWANO,Town of GREEN VALLEY Wards 1-2,234,174,60,0
SHAWANO,Town of HARTLAND Ward 1,183,150,33,0
SHAWANO,Town of HERMAN Wards 1-2,147,97,50,0
SHAWANO,Town of HUTCHINS Ward 1,154,117,37,0
SHAWANO,Town of LESSOR Wards 1-2,271,206,65,0
SHAWANO,Town of MAPLE GROVE Ward 1,187,117,70,0
SHAWANO,Town of MORRIS Ward 1,103,63,40,0
SHAWANO,Town of NAVARINO Ward 1,98,64,34,0
SHAWANO,Town of PELLA Ward 1,204,163,41,0
SHAWANO,Town of RED SPRINGS Wards 1-2,146,73,73,0
SHAWANO,Town of RICHMOND Wards 1-3,393,285,108,0
SHAWANO,Town of SENECA Ward 1,165,111,54,0
SHAWANO,Town of WASHINGTON Wards 1-3,427,307,120,0
SHAWANO,Town of WAUKECHON Wards 1-2,227,180,47,0
SHAWANO,Town of WESCOTT Wards 1-4,678,448,230,0
SHAWANO,Town of WITTENBERG Wards 1-2,164,114,50,0
SHAWANO,Village of ANIWA Ward 1,39,24,15,0
SHAWANO,Village of BIRNAMWOOD Ward 1,110,65,45,0
SHAWANO,Village of BONDUEL Wards 1-2,396,267,129,0
SHAWANO,Village of BOWLER Ward 1,49,31,18,0
SHAWANO,Village of CECIL Ward 1,157,109,48,0
SHAWANO,Village of ELAND Ward 1,97,50,47,0
SHAWANO,Village of GRESHAM Ward 1,110,63,47,0
SHAWANO,Village of MATTOON Ward 1,88,49,39,0
SHAWANO,"VILLAGE OF PULASKI Wards 4,7",20,14,6,0
SHAWANO,Village of TIGERTON Ward 1,171,113,58,0
SHAWANO,Village of WITTENBERG Wards 1-2,147,82,65,0
SHAWANO,CITY OF MARION Wards 4-6,5,2,3,0
SHAWANO,City of SHAWANO Wards 1-2,225,128,97,0
SHAWANO,City of SHAWANO Wards 3-4,171,93,78,0
SHAWANO,City of SHAWANO Wards 5-6,163,109,54,0
SHAWANO,City of SHAWANO Wards 7-8,172,108,64,0
SHAWANO,City of SHAWANO Wards 9-10,257,153,104,0
SHAWANO,City of SHAWANO Wards 11-12,212,132,80,0
SHEBOYGAN,Town of GREENBUSH Wards 1-3,444,300,144,0
SHEBOYGAN,Town of HERMAN Wards 1-3,429,307,122,0
SHEBOYGAN,Town of HOLLAND Wards 1-3,803,643,160,0
SHEBOYGAN,Town of LIMA Wards 1-4,879,715,163,1
SHEBOYGAN,Town of LYNDON Wards 1-3,430,313,117,0
SHEBOYGAN,Town of MITCHELL Wards 1-3,364,262,102,0
SHEBOYGAN,Town of MOSEL Ward 1,216,158,58,0
SHEBOYGAN,Town of PLYMOUTH Wards 1-4,844,598,246,0
SHEBOYGAN,Town of RHINE Wards 1-3,632,420,212,0
SHEBOYGAN,Town of RUSSELL Ward 1,93,78,15,0
SHEBOYGAN,Town of SCOTT Wards 1-3,508,411,97,0
SHEBOYGAN,Town of SHEBOYGAN Wards 1-10,1922,1205,717,0
SHEBOYGAN,Town of SHEBOYGAN FALLS Wards 1-3,442,321,121,0
SHEBOYGAN,Town of SHERMAN Wards 1-2,398,313,85,0
SHEBOYGAN,Town of WILSON Wards 1-4,1053,664,389,0
SHEBOYGAN,Village of ADELL Ward 1,113,92,21,0
SHEBOYGAN,Village of CASCADE Ward 1,238,174,64,0
SHEBOYGAN,Village of CEDAR GROVE Wards 1-3,532,456,76,0
SHEBOYGAN,Village of ELKHART LAKE Wards 1-2,404,200,203,1
SHEBOYGAN,Village of GLENBEULAH Ward 1,118,53,65,0
SHEBOYGAN,Village of HOWARDS GROVE Wards 1-4,841,564,277,0
SHEBOYGAN,Village of KOHLER Wards 1-3,609,378,231,0
SHEBOYGAN,Village of OOSTBURG Wards 1-4,1063,950,113,0
SHEBOYGAN,Village of RANDOM LAKE Wards 1-2,506,341,165,0
SHEBOYGAN,Village of WALDO Ward 1,134,94,40,0
SHEBOYGAN,City of PLYMOUTH Wards 1-3,413,254,159,0
SHEBOYGAN,City of PLYMOUTH Wards 4-6,464,246,218,0
SHEBOYGAN,City of PLYMOUTH Wards 7-9,489,272,217,0
SHEBOYGAN,City of PLYMOUTH Wards 10-12,439,248,191,0
SHEBOYGAN,City of SHEBOYGAN Ward 1,455,231,224,0
SHEBOYGAN,City of SHEBOYGAN Ward 2,394,172,222,0
SHEBOYGAN,City of SHEBOYGAN Ward 3,388,175,213,0
SHEBOYGAN,City of SHEBOYGAN Ward 4,195,90,105,0
SHEBOYGAN,City of SHEBOYGAN Ward 5,418,226,192,0
SHEBOYGAN,City of SHEBOYGAN Ward 6,95,53,42,0
SHEBOYGAN,City of SHEBOYGAN Ward 7,31,20,11,0
SHEBOYGAN,City of SHEBOYGAN Ward 8,170,90,80,0
SHEBOYGAN,City of SHEBOYGAN Ward 9,38,22,16,0
SHEBOYGAN,City of SHEBOYGAN Ward 10,205,98,107,0
SHEBOYGAN,City of SHEBOYGAN Ward 11,290,119,170,1
SHEBOYGAN,City of SHEBOYGAN Ward 12,365,162,203,0
SHEBOYGAN,City of SHEBOYGAN Ward 13,457,163,292,2
SHEBOYGAN,City of SHEBOYGAN Ward 14,213,85,128,0
SHEBOYGAN,City of SHEBOYGAN Ward 15,139,52,87,0
SHEBOYGAN,City of SHEBOYGAN Ward 16,308,161,147,0
SHEBOYGAN,City of SHEBOYGAN Ward 17,285,117,168,0
SHEBOYGAN,City of SHEBOYGAN Ward 18,164,71,93,0
SHEBOYGAN,City of SHEBOYGAN Ward 19,423,231,190,2
SHEBOYGAN,City of SHEBOYGAN Ward 20,253,127,126,0
SHEBOYGAN,City of SHEBOYGAN Ward 21,119,66,53,0
SHEBOYGAN,City of SHEBOYGAN Ward 22,406,183,223,0
SHEBOYGAN,City of SHEBOYGAN Ward 23,431,259,172,0
SHEBOYGAN,City of SHEBOYGAN Ward 24,474,218,255,1
